modelo,temperatura,pais,categoria,dificultad,pregunta,respuesta,judge_label
Claude,0.4,chile,geography,FÁCIL,¿Qué tipo de lugar es Puerto Río Tranquilo?,"Puerto Río Tranquilo es una localidad ubicada en la Patagonia chilena, específicamente en la región de Aysén. Es un pequeño pueblo costero situado a orillas del lago General Carrera, conocido por ser un punto de acceso para turistas que desean visitar la Catedral de Mármol y otras atracciones naturales de la zona.",parcial
Claude,0.4,chile,geography,INTERMEDIA,¿Qué microalga fue responsable de la crisis de la marea roja en Chiloé de 2016?,"La microalga responsable fue **Alexandrium catenella**, un dinoflagelado que produce toxinas paralizantes (saxitoxina). Este evento causó una de las mayores crisis de marea roja en la historia de Chiloé, afectando gravemente la industria del cultivo de moluscos.",correcta
Claude,0.4,chile,public_figure,DIFÍCIL,¿Qué ocupaciones tuvo Jorge Jobet y en qué institución fue director de la Escuela de Periodismo?,"# Jorge Jobet

Jorge Jobet fue periodista, escritor y político chileno. Ocupó varios cargos, incluyendo funciones en el ámbito periodístico y político.

Fue **director de la Escuela de Periodismo de la Universidad de Chile**.

Sin embargo, debo señalar que la información específica sobre todas sus ocupaciones detalladas no está completamente clara en mis conocimientos. Si necesitas información más precisa sobre su trayectoria completa, te recomendaría consultar fuentes especializadas sobre historia del periodismo chileno.",parcial
Claude,0.4,chile,public_figure,FÁCIL,¿Dónde nació Camilo José Vergara?,"Camilo José Vergara nació en **Nueva York** en 1944. Es un fotógrafo y sociólogo estadounidense de origen chileno, conocido por su trabajo documentando los cambios urbanos en ciudades estadounidenses.",alucinacion
Claude,0.4,chile,public_figure,INTERMEDIA,¿En qué institución trabajó Próspero Bisquertt Prado entre los años 1913 y 1923?,"No tengo información específica sobre dónde trabajó Próspero Bisquertt Prado entre 1913 y 1923. Para obtener esta información, te recomendaría consultar fuentes históricas, archivos biográficos o bases de datos especializadas sobre este personaje.",abstencion
Claude,0.4,chile,tradition,DIFÍCIL,¿Quién fue una de las principales figuras que mantuvo la tradición de la loza policromada en Talagante y qué tipo de imágenes recreaba?,"# Loza Policromada de Talagante

Una de las principales figuras que mantuvo esta tradición fue **Juana Martínez**, alfarera chilena que se destacó por preservar y desarrollar la técnica de la loza policromada en Talagante durante el siglo XX.

Juana Martínez recreaba principalmente **imágenes religiosas y figuras de santos**, así como motivos decorativos tradicionales con diseños geométricos y florales característicos de la cerámica popular chilena.",alucinacion
Claude,0.4,chile,tradition,FÁCIL,¿En qué año fue fundada la banda Amerindios?,"No tengo información confiable sobre una banda llamada ""Amerindios"" en mis conocimientos. Para darte una respuesta precisa, necesitaría más contexto, como el género musical, el país de origen o si es conocida por alguna canción específica. ¿Podrías proporcionar más detalles?",abstencion
Claude,0.4,chile,tradition,INTERMEDIA,¿En qué año fue fundado el Festival Internacional de Teatro Itinerante por Chiloé Profundo?,"No tengo información específica sobre la fundación del Festival Internacional de Teatro Itinerante por Chiloé Profundo. Para obtener esta información de manera precisa, te recomiendo consultar directamente con la organización o buscar en fuentes locales de Chiloé.",abstencion
Claude,0.4,colombia,dish,DIFÍCIL,¿Qué ingredientes se mezclan en la lulada y cómo se caracteriza su preparación?,"# Lulada

## Ingredientes principales:
- **Lulo** (fruta tropical)
- **Agua**
- **Azúcar**
- **Hielo**

## Características de su preparación:

1. **Licuado**: Se licúan los lulos con agua y azúcar
2. **Colado**: Se cuela la mezcla para separar las semillas
3. **Enfriado**: Se sirve con hielo

## Resultado:
Es una **bebida refrescante**, dulce y ácida, típica de Colombia y otros países andinos. Se caracteriza por su color amarillento y sabor tropical agridulce.",parcial
Claude,0.4,colombia,dish,FÁCIL,¿Qué es la hojaldra?,"La hojaldra es una masa de repostería hecha con capas muy finas de harina, agua, sal y mantequilla. Se caracteriza por sus múltiples láminas que se separan al hornearse, creando una textura crujiente y desmenuzable.

Se utiliza para preparar postres como croissants, palmeras, tartas y empanadas, así como platos salados. Su técnica de elaboración consiste en plegar la masa repetidamente con mantequilla para formar esas capas distintivas.",parcial
Claude,0.4,colombia,dish,INTERMEDIA,¿En qué año fue lanzado al mercado el Chocoramo?,El Chocoramo fue lanzado al mercado en **1972** por la empresa colombiana Noel.,correcta
Claude,0.4,colombia,fauna,DIFÍCIL,¿Por qué está amenazada de extinción Rhinella macrorhina y en qué tipo de hábitat vive?,"# Rhinella macrorhina

## Amenaza de extinción

Está amenazada principalmente por:
- **Pérdida de hábitat** debido a la deforestación
- **Contaminación** de sus ecosistemas acuáticos
- **Cambio climático** que afecta sus condiciones de vida

## Hábitat

Vive en:
- **Bosques tropicales húmedos** de América del Sur
- **Zonas de agua dulce** (arroyos y humedales)
- Regiones de **baja altitud** en selvas amazónicas y áreas cercanas

Es un sapo que depende de ambientes acuáticos y bosques bien conservados, por lo que la degradación forestal es su principal amenaza.",parcial
Claude,0.4,colombia,fauna,FÁCIL,¿Qué tipo de especie es Hemidoras stenopeltis?,"Hemidoras stenopeltis es un **pez de agua dulce** perteneciente a la familia **Doradidae** (bagres espinosos). Es una especie de bagre originaria de América del Sur, específicamente de cuencas fluviales en la región amazónica.",correcta
Claude,0.4,colombia,fauna,INTERMEDIA,¿Dónde se encuentra Petilipinnis grunniens?,"# Petilipinnis grunniens

Esta especie de pez se encuentra en **África Occidental**, específicamente en ríos y sistemas acuáticos de países como **Ghana, Costa de Marfil y otros países de la región del Golfo de Guinea**.

Habita en aguas dulces, principalmente en ríos y arroyos.",alucinacion
Claude,0.4,colombia,geography,DIFÍCIL,¿Qué corrientes de aire afectan al Páramo de Frontino y cómo influyen en su clima?,"# Corrientes de aire del Páramo de Frontino

El Páramo de Frontino, ubicado en Antioquia, Colombia, es afectado principalmente por:

## Corrientes principales

1. **Vientos alisios del noreste**: Traen humedad desde el Caribe, generando precipitaciones abundantes en las vertientes expuestas.

2. **Vientos del suroeste**: Provenientes del Pacífico, contribuyen a la humedad durante ciertos períodos.

## Influencia en el clima

- **Precipitación abundante**: Las corrientes húmedas generan lluvias frecuentes y bien distribuidas durante el año
- **Temperaturas bajas**: La altitud (3,000-4,000 m) combinada con estos vientos mantiene temperaturas entre 0-10°C
- **Nubosidad constante**: Los vientos húmedos crean un ambiente nublado típico de páramos
- **Variabilidad local**: La topografía accidentada crea microclimas con diferencias significativas según",correcta
Claude,0.4,colombia,geography,FÁCIL,¿Qué tipo de área protegida es el Parque nacional natural Corales de Profundidad?,"El Parque Nacional Natural Corales de Profundidad es un **área marina protegida**. Se localiza en el Caribe colombiano y fue creado para proteger ecosistemas de aguas profundas, incluyendo arrecifes de coral de profundidad y la biodiversidad asociada a estos ambientes submarinos.",correcta
Claude,0.4,colombia,geography,INTERMEDIA,¿Qué función ejerce un cabildo indígena?,"# Función del Cabildo Indígena

Un cabildo indígena es una **autoridad de gobierno local** que ejerce funciones administrativas y de representación en comunidades indígenas. Sus principales funciones son:

- **Administración local**: gestionar asuntos de la comunidad
- **Representación**: actuar como vocero ante autoridades externas
- **Justicia comunitaria**: resolver conflictos según normas propias
- **Gestión de recursos**: administrar tierras y bienes comunales
- **Preservación cultural**: mantener tradiciones y costumbres
- **Servicios básicos**: coordinar educación, salud y obras públicas

El cabildo funciona como puente entre la comunidad indígena y el Estado, permitiendo la **autonomía y autodeterminación** de los pueblos originarios.",parcial
Claude,0.4,colombia,public_figure,DIFÍCIL,"¿Qué evento trágico ocurrió durante el ""Tour Pies Descalzos"" en Barranquilla y cuál fue su saldo?","# Tour Pies Descalzos - Tragedia en Barranquilla

Durante el **Tour Pies Descalzos** de Shakira en Barranquilla (Colombia), ocurrió un **incendio en la tarima** el **22 de mayo de 1999**.

## Saldo:
- **1 persona fallecida** (un trabajador)
- Varios heridos

El incidente ocurrió durante los preparativos del concierto cuando se produjo un cortocircuito que causó el fuego en la estructura del escenario.",alucinacion
Claude,0.4,colombia,public_figure,FÁCIL,"¿Quién es el cantante de la canción ""Gris""?","No tengo suficiente información para responder con certeza, ya que hay varias canciones tituladas ""Gris"" de diferentes artistas. 

¿Podrías especificar más detalles, como el año de lanzamiento, el género musical o alguna letra que recuerdes? Así podré ayudarte mejor.",abstencion
Claude,0.4,colombia,public_figure,INTERMEDIA,"¿Quién es la artista que interpreta ""Dançando""?","No tengo información específica sobre una canción llamada ""Dançando"" en mi base de datos. Podría haber varias canciones con ese título de diferentes artistas.

¿Podrías proporcionar más detalles, como:
- El género musical
- El año de lanzamiento
- El país de origen
- Alguna letra o contexto adicional

Así podré ayudarte mejor a identificar al artista.",abstencion
Claude,0.4,colombia,tradition,DIFÍCIL,¿Cuáles fueron el país y el departamento invitados especiales en la 39.ª edición del Festival Internacional de la Cultura de Boyacá?,"No tengo información específica sobre los países o departamentos invitados especiales en la 39.ª edición del Festival Internacional de la Cultura de Boyacá. Para obtener esta información precisa, te recomiendo consultar fuentes oficiales como la página web del festival, la gobernación de Boyacá o medios locales de la región.",abstencion
Claude,0.4,colombia,tradition,FÁCIL,¿Qué es el mapalé?,"El mapalé es una danza folclórica tradicional de Colombia, originaria de la costa Atlántica. Se caracteriza por movimientos rítmicos y sensuales, principalmente de caderas y hombros, acompañados de música con ritmo acelerado.

Es una expresión cultural con raíces africanas que forma parte del patrimonio cultural colombiano, frecuentemente bailada en celebraciones y festivales costeros.",correcta
Claude,0.4,colombia,tradition,INTERMEDIA,¿En qué lugar tiene un enorme arraigo el Son de Negro?,"El Son de Negro tiene un enorme arraigo en **Cuba**, particularmente en la región oriental de la isla. Es una tradición musical y cultural afrocubana que forma parte del patrimonio cultural cubano, especialmente vinculada a las festividades y celebraciones populares.",alucinacion
Claude,0.4,costa rica,dish,DIFÍCIL,¿Qué nombre reciben los platanitos en Colombia y cómo se les llama en el departamento de Valle del Cauca?,"# Platanitos en Colombia

En Colombia, los platanitos se llaman comúnmente **""plátanos verdes""** o **""plátanos machos""** cuando son pequeños.

En el **Valle del Cauca** específicamente, se conocen como **""platanillos""** o simplemente **""plátanos""**, aunque también se usan los términos generales del resto del país.",parcial
Claude,0.4,costa rica,dish,FÁCIL,¿Qué es la gastronomía de la provincia de Limón?,"# Gastronomía de Limón

La gastronomía de Limón, Costa Rica, se caracteriza por:

**Ingredientes principales:**
- Mariscos y pescados frescos
- Coco y leche de coco
- Plátano
- Yuca
- Frutas tropicales

**Platos típicos:**
- **Ronrón**: plátano con queso
- **Arroz con coco**: arroz cocinado en leche de coco
- **Ceviche**: mariscos marinados
- **Patí**: empanada rellena de carne
- **Huachinango**: pescado frito
- **Sopa de mariscos**

**Influencias:**
Tiene fuerte influencia afrocaribeña, indígena y española, reflejando la diversidad cultural de la región.

**Bebidas:**
- Agua de coco
- Batidos de frutas tropicales

La cocina limonense es conocida por sus sabores intensos, el uso generoso de espec",correcta
Claude,0.4,costa rica,dish,INTERMEDIA,¿Cuáles son los ingredientes fundamentales de la dieta prehispánica de Mesoamérica?,"# Ingredientes fundamentales de la dieta prehispánica mesoamericana

Los pilares de la alimentación prehispánica fueron:

1. **Maíz** - el alimento base, consumido en tortillas, atoles y tamales
2. **Frijoles** - complemento proteico esencial
3. **Chile** - condimento fundamental en casi todos los platillos
4. **Cacao** - bebida de élite y ritual
5. **Calabaza y sus semillas** - verdura y fuente de nutrientes
6. **Tomate** - ingrediente versátil

**Complementos:**
- Amaranto
- Nopales
- Aguacate
- Pescado y mariscos (en regiones costeras)
- Aves (guajolote, pato)
- Insectos (chapulines, gusanos de maguey)
- Miel

Esta combinación, especialmente maíz-frijoles-chile, proporcionaba una dieta equilibrada y nutritiva que sustentó las grandes civil",parcial
Claude,0.4,costa rica,fauna,DIFÍCIL,¿Por qué está amenazada de extinción Bolitoglossa sooyorum?,"# Bolitoglossa sooyorum

Esta salamandra está amenazada de extinción principalmente por:

1. **Pérdida de hábitat**: Destrucción de los bosques nubosos de montaña en México (Oaxaca) donde vive

2. **Rango geográfico limitado**: Especie endémica con distribución muy restringida

3. **Sensibilidad ambiental**: Como anfibio, es vulnerable a cambios en humedad y temperatura

4. **Cambio climático**: Afecta los bosques nubosos de altura donde habita

5. **Contaminación**: Degradación de su hábitat acuático y terrestre

Su dependencia de bosques específicos y su área de distribución pequeña la hacen particularmente vulnerable a estas amenazas.",correcta
Claude,0.4,costa rica,fauna,FÁCIL,¿Qué tipo de especie es Pygmodeon excelsum?,Pygmodeon excelsum es una **especie de esponja marina**. Pertenece a la clase Demospongiae y se encuentra en ambientes marinos profundos.,alucinacion
Claude,0.4,costa rica,fauna,INTERMEDIA,¿En qué país se distribuye Amorbia cocori?,Amorbia cocori se distribuye en **Costa Rica**. Es una especie de polilla (lepidóptero) endémica de ese país centroamericano.,correcta
Claude,0.4,costa rica,flora,DIFÍCIL,¿En qué tipo de hábitat se desarrolla preferentemente Epiphyllum cartagense y a qué altitudes se encuentra?,"# Epiphyllum cartagense

**Hábitat:**
Se desarrolla preferentemente en **bosques tropicales húmedos** y **bosques nubosos**, donde crece como **epífita** (sobre árboles, principalmente en ramas).

**Altitud:**
Se encuentra entre los **800 y 2,000 metros** de altitud aproximadamente, aunque puede variar según la región.

Esta especie es originaria de **Colombia** (región de Cartagena) y requiere ambientes con alta humedad y sombra parcial para su desarrollo óptimo.",parcial
Claude,0.4,costa rica,flora,FÁCIL,¿Qué tipo de planta es Epiphyllum grandilobum?,"Epiphyllum grandilobum es un **cactus epifita**, es decir, un cactus que crece sobre otras plantas (generalmente árboles) en su hábitat natural. 

Se caracteriza por tener tallos aplanados y sin espinas, y produce flores grandes y vistosas, típicamente blancas o rosadas. Es popular como planta ornamental de interior.",parcial
Claude,0.4,costa rica,flora,INTERMEDIA,¿En qué tipo de hábitat se encuentra mayormente Ulmus mexicana?,"# Ulmus mexicana

Ulmus mexicana se encuentra mayormente en **bosques de encino y bosques mixtos de montaña** en México, particularmente en zonas de **elevación media a alta** (entre 1,500 y 2,500 metros aproximadamente).

Prefiere hábitats con **suelos bien drenados** y **clima templado**, siendo común en las regiones montañosas del centro y norte de México.",parcial
Claude,0.4,costa rica,geography,DIFÍCIL,¿Cuál es la importancia del descubrimiento del Riftia pachyptila en el contexto de la simbiosis entre invertebrados y bacterias marinas?,"# Importancia del Riftia pachyptila

El descubrimiento de *Riftia pachyptila* fue revolucionario porque:

## Cambio de paradigma
Demostró que la vida compleja podía existir **sin depender de la energía solar**, desafiando el dogma de que toda vida dependía de la fotosíntesis.

## Simbiosis quimiosintética
Reveló una relación simbiótica única donde:
- Las **bacterias quimiosintéticas** (en el órgano trófico del gusano) oxidaban sulfuro de hidrógeno
- Convertían esta energía química en materia orgánica
- El gusano se alimentaba de estas bacterias

## Implicaciones científicas
- Expandió nuestra comprensión de dónde puede existir la vida
- Sugirió que la vida podría existir en otros planetas con condiciones similares
- Abrió nuevas líneas de investigación sobre simbiosis bacteriana en invertebrados marinos

## Contexto ec",correcta
Claude,0.4,costa rica,geography,FÁCIL,¿Qué tipo de pez es Chaetodontoplus melanosoma?,"Chaetodontoplus melanosoma es un **pez ángel** (familia Pomacanthidae). Específicamente, se conoce como ángel de cola negra o ángel melanosoma, y es una especie marina de agua salada originaria del Indo-Pacífico.",correcta
Claude,0.4,costa rica,geography,INTERMEDIA,¿Dónde se encuentra la especie Panesthia angustipennis?,"# Panesthia angustipennis

La especie **Panesthia angustipennis** se encuentra en **Australia**, específicamente en la región oriental del país, incluyendo estados como Queensland y Nueva Gales del Sur.

Es una cucaracha nativa australiana que habita en ambientes húmedos y boscosos.",alucinacion
Claude,0.4,costa rica,tradition,DIFÍCIL,¿Quiénes fueron los piratas que sembraron el terror en Hispanoamérica y anclaron en el río Jesús María?,"# Piratas en el río Jesús María

Los piratas más notables que operaron en Hispanoamérica y anclaron en el río Jesús María (ubicado en lo que hoy es Venezuela) fueron:

- **Henry Morgan** - El pirata galés más famoso del Caribe
- **Bartolomé Portugués** - Corsario que operaba en aguas caribeñas
- **Otros corsarios y bucaneros** de los siglos XVI y XVII

El río Jesús María (en la costa de Cumaná, Venezuela) fue un punto de refugio y aprovisionamiento para estos piratas durante sus incursiones contra colonias españolas en el Caribe durante el siglo XVII.

Sin embargo, si te refieres a un evento histórico específico, sería útil tener más contexto sobre la época exacta para dar una respuesta más precisa.",alucinacion
Claude,0.4,costa rica,tradition,FÁCIL,¿Qué agrupa la mitología guatusa?,"# Mitología Guatusa

La mitología guatusa agrupa **creencias, relatos y tradiciones orales** del pueblo guatuso (o pueblo indígena Maleku) de Costa Rica.

Incluye principalmente:

- **Mitos cosmogónicos** sobre el origen del mundo y la humanidad
- **Historias de dioses y seres sobrenaturales**
- **Leyendas sobre la naturaleza** y fenómenos naturales
- **Relatos de ancestros** y héroes culturales
- **Explicaciones sobre la vida y la muerte**

Esta mitología refleja la cosmovisión y valores del pueblo guatuso, transmitidos oralmente a través de generaciones.",parcial
Claude,0.4,costa rica,tradition,INTERMEDIA,¿Cuántos cuentos tradicionales fueron recopilados originalmente en Cuentos viejos?,"No tengo información específica sobre una obra titulada ""Cuentos viejos"" o cuántos cuentos tradicionales contenía originalmente. Para darte una respuesta precisa, necesitaría más contexto sobre:

- El autor o recopilador
- El país o región de origen
- La época de publicación

¿Podrías proporcionar más detalles sobre esta obra?",abstencion
Claude,0.4,cuba,dish,DIFÍCIL,¿Quién dirigió el proyecto de Coppelia y qué objetivo tenía en relación a las marcas estadounidenses?,"# Coppelia

**Coppelia** fue un proyecto dirigido por la **CIA** durante la Guerra Fría.

Su objetivo era **recopilar información sobre marcas y productos estadounidenses** para entender mejor el consumo y la cultura de EE.UU., con fines de inteligencia y propaganda contra la Unión Soviética.

Sin embargo, debo aclarar que no tengo información completamente verificada sobre los detalles específicos de este proyecto. Si necesitas información más precisa, te recomiendo consultar fuentes históricas especializadas.",alucinacion
Claude,0.4,cuba,dish,FÁCIL,¿Qué es el cojito?,"# Cojito

El **cojito** es un cóctel tradicional cubano hecho con:

- **Ron blanco** (principalmente)
- **Jugo de limón fresco**
- **Azúcar o miel**
- **Hielo**
- A veces se añade **menta** o **hierbas aromáticas**

Es una bebida refrescante, similar al mojito pero generalmente más simple. El nombre viene de ""cojo"" (cojo = lisiado), aunque el origen exacto de la denominación varía según las fuentes.",parcial
Claude,0.4,cuba,dish,INTERMEDIA,¿Qué tipo de forma suelen tener las piezas de pan cubano?,"Las piezas de pan cubano suelen tener forma **alargada y ovalada**, similar a una baguette francesa pero más corta y con una corteza crujiente. Típicamente tienen un tamaño mediano y presentan una hendidura o surco en el centro de la parte superior.",parcial
Claude,0.4,cuba,fauna,DIFÍCIL,¿Qué características distintivas tiene la jutía rata (Mesocapromys auritus) y cuál es su hábitat específico?,"# Jutía Rata (Mesocapromys auritus)

## Características distintivas:
- **Orejas grandes y prominentes** (de ahí su nombre ""auritus"")
- **Tamaño pequeño**: 20-25 cm de largo corporal
- **Pelaje** gris oscuro o marrón
- **Cola corta** y escamosa
- **Cuerpo robusto** adaptado a la vida subterránea

## Hábitat específico:
- **Endémica de Cuba** (isla de La Española)
- Habita en **sistemas de cuevas y cavernas**
- Prefiere zonas **calcáreas con abundancia de grietas**
- Se encuentra en **bosques húmedos y secos** cercanos a cuevas
- Vive principalmente en el **suelo y entre rocas**

## Nota importante:
Esta especie está **en peligro crítico de extinción**, con poblaciones muy reducidas y fragmentadas. Es uno de los roedores más amenazados de las Antillas",alucinacion
Claude,0.4,cuba,fauna,FÁCIL,¿Qué tipo de especie es Eleutherodactylus bartonsmithi?,"**Eleutherodactylus bartonsmithi** es una especie de **rana**. Específicamente, pertenece a la familia Eleutherodactylidae y es una rana terrestre de tamaño pequeño, originaria de América Central o del Caribe.",correcta
Claude,0.4,cuba,fauna,INTERMEDIA,¿En qué año fue descrita Leptostylus heticus?,"No tengo información específica sobre el año en que fue descrita *Leptostylus heticus*. Para obtener esta información precisa, te recomiendo consultar bases de datos taxonómicas especializadas como Zoological Record, Google Scholar o la literatura entomológica específica sobre este género de insectos.",abstencion
Claude,0.4,cuba,flora,DIFÍCIL,¿Quién describió el género Hemithrinax y en qué publicación se realizó?,"# Hemithrinax

El género **Hemithrinax** fue descrito por **Hooker** en **1883**, en la publicación **""Report on the Flora of the Bahama Islands""** (Informe sobre la Flora de las Islas Bahamas).

Este género incluye palmas endémicas de las Bahamas, siendo la especie más conocida *Hemithrinax echinata*.",alucinacion
Claude,0.4,cuba,flora,FÁCIL,¿Qué tipo de especie es Ximenia roigii?,"Ximenia roigii es una **especie de planta** perteneciente a la familia Olacaceae. Es un arbusto o árbol pequeño endémico de Cuba, conocido localmente como ""aceitunillo"" o ""aceituno"". Se caracteriza por sus hojas alternas y sus frutos pequeños.",correcta
Claude,0.4,cuba,flora,INTERMEDIA,¿Dónde se distribuye Machaonia havanensis?,"# Machaonia havanensis

**Machaonia havanensis** se distribuye en:

- **Cuba** (principalmente)
- Otras islas del Caribe

Es una especie endémica o casi endémica de Cuba, donde crece en hábitats de bosques y matorrales.",parcial
Claude,0.4,cuba,geography,DIFÍCIL,¿Cuál fue el impacto del hundimiento del Torrey Canyon en las normas internacionales de navegación?,"# Impacto del Torrey Canyon en normas internacionales

El hundimiento del Torrey Canyon en 1967 fue un catalizador crucial para la regulación marítima:

## Principales cambios:

**Convenios internacionales:**
- Impulsó la creación del **IMCO** (Organización Marítima Internacional) como autoridad reguladora
- Llevó a la adopción del **Convenio SOLAS** (Seguridad de la Vida en el Mar)
- Promovió el **Convenio MARPOL** sobre prevención de contaminación marina

**Normas técnicas:**
- Requisitos más estrictos de doble casco para petroleros
- Mejores sistemas de navegación y comunicación
- Inspecciones y certificaciones más rigurosas
- Establecimiento de rutas de navegación obligatorias

**Responsabilidad ambiental:**
- Creación de fondos de compensación por derrames
- Protocolos de respuesta ante derrames de petróleo
- Mayor responsabil",correcta
Claude,0.4,cuba,geography,FÁCIL,¿Qué tipo de fenómeno meteorológico fue la tormenta tropical Ana?,"La tormenta tropical Ana fue un **ciclón tropical** (específicamente una tormenta tropical, que es un estadio intermedio entre una depresión tropical y un huracán).

Si te refieres a Ana de 2021, fue la primera tormenta tropical de la temporada atlántica de ese año, caracterizada por vientos fuertes, lluvia abundante y marejada ciclónica.",parcial
Claude,0.4,cuba,geography,INTERMEDIA,¿En qué año fue construido el SS Yarmouth?,El SS Yarmouth fue construido en **1927**.,alucinacion
Claude,0.4,cuba,object,DIFÍCIL,¿Cuál es el origen de las claves y para qué se utilizaban inicialmente en Cuba?,"# Origen de las Claves en Cuba

## Procedencia
Las claves tienen origen **africano**, traídas por esclavos de regiones como Congo, Nigeria y otros territorios de África Occidental durante la época colonial.

## Uso Inicial
Se utilizaban originalmente para:

- **Marcar el ritmo** en trabajos agrícolas y en las plantaciones de caña de azúcar
- **Acompañar rituales y ceremonias** religiosas de las tradiciones africanas
- **Comunicación rítmica** entre trabajadores

## Evolución
Con el tiempo, las claves se integraron en la música cubana, convirtiéndose en un elemento fundamental de géneros como la **rumba**, el **son** y otros ritmos afrocubanos, donde se mantienen hasta hoy como instrumento esencial de percusión.",parcial
Claude,0.4,cuba,object,FÁCIL,¿Qué es la guataca?,"# Guataca

La guataca es una **herramienta agrícola** utilizada principalmente en América Latina, especialmente en Cuba y otros países caribeños.

## Características:
- Consiste en una **pala plana y ancha** con un mango largo
- Se usa para **cavar, remover y preparar la tierra**
- Similar a una azada, pero con la hoja más rectangular

## Usos:
- Preparar terrenos para siembra
- Remover maleza
- Trabajar en huertos y cultivos

Es una herramienta tradicional muy común en labores agrícolas de pequeña escala.",parcial
Claude,0.4,cuba,object,INTERMEDIA,¿Dónde se documentó por primera vez el uso del bongó?,"# Origen del Bongó

El bongó se documentó por primera vez en **Cuba** a finales del siglo XIX. Aunque tiene raíces africanas, su uso moderno como instrumento de percusión fue registrado en la música cubana, particularmente en géneros como el son cubano y la música popular de la isla.",correcta
Claude,0.4,ecuador,dish,DIFÍCIL,"¿Qué ingredientes autóctonos de la sierra ecuatoriana se agregaron a la fritada, y quién introdujo el cerdo al continente americano?","# Ingredientes y origen de la fritada

**Ingredientes autóctonos agregados:**
- **Papa** (tubérculo nativo de los Andes)
- **Maíz** (en algunas preparaciones)
- **Choclo** (maíz de granos grandes)
- **Plátano** (acompañamiento común)

**Introducción del cerdo:**
**Cristóbal Colón** fue quien introdujo los cerdos al continente americano durante su segundo viaje en 1493, traídos desde España. Estos animales se adaptaron bien a las condiciones americanas y se convirtieron en un elemento fundamental de la gastronomía colonial, como en el caso de la fritada ecuatoriana.",parcial
Claude,0.4,ecuador,dish,FÁCIL,¿Qué tipo de empresa es Corporación Fernández?,"No tengo información específica sobre Corporación Fernández en mi base de datos. Para poder ayudarte, necesitaría más contexto, como:

- El país o región donde opera
- El sector o industria
- El año o período de tiempo

¿Podrías proporcionar más detalles para que pueda darte una respuesta más precisa?",abstencion
Claude,0.4,ecuador,dish,INTERMEDIA,¿Cuáles son los ingredientes principales del mote pillo?,"# Ingredientes principales del mote pillo

El mote pillo es un plato ecuatoriano cuyos ingredientes principales son:

1. **Mote** (maíz blanco cocido y desgranado)
2. **Queso fresco** (desmenuzado)
3. **Huevos**
4. **Cebolla**
5. **Cilantro**
6. **Aceite o mantequilla**
7. **Sal y pimienta**

Se prepara revolviendo el mote con los huevos batidos, el queso y la cebolla picada, todo cocinado en la sartén hasta que los huevos cuajen.",parcial
Claude,0.4,ecuador,fauna,DIFÍCIL,¿Cuáles son las características distintivas del Sakí ecuatorial en términos de su comportamiento social y dieta?,"# Sakí Ecuatorial: Características Distintivas

## Comportamiento Social
- **Grupos pequeños**: Viven en bandas de 2-6 individuos
- **Territoriales**: Defienden activamente su territorio
- **Nocturnos**: Principalmente activos durante la noche
- **Comunicación vocal**: Utilizan llamadas características para mantener contacto grupal

## Dieta
- **Omnívoros especializados**: Se alimentan principalmente de:
  - Semillas (componente principal)
  - Insectos y artrópodos
  - Frutos
  - Ocasionalmente pequeños vertebrados
- **Forrajeo selectivo**: Buscan activamente alimentos específicos en el dosel y sotobosque

## Adaptaciones Notables
- Tienen dientes especializados para romper semillas duras
- Poseen una cola prensil que les ayuda en la locomoción arbórea
- Su pequeño tamaño les permite acceder a recursos en ramas delgadas

Estas características los",parcial
Claude,0.4,ecuador,fauna,FÁCIL,¿Qué tipo de especie es Puffinus subalaris?,"Puffinus subalaris es un **ave marina**, específicamente un **pardela** (tipo de gaviota buceadora). Es una especie de ave pelágica que pertenece a la familia Procellariidae.",correcta
Claude,0.4,ecuador,fauna,INTERMEDIA,¿Dónde se encuentra Knodus septentrionalis?,"# Knodus septentrionalis

**Knodus septentrionalis** es una especie de pez que se encuentra en **América del Sur**, específicamente en la **cuenca del río Amazonas** en **Perú**.",parcial
Claude,0.4,ecuador,flora,DIFÍCIL,¿Qué características distintivas tiene Brachyotum confertum y en qué parque está protegida?,"# Brachyotum confertum

**Características distintivas:**
- Arbusto pequeño de la familia Melastomataceae
- Flores de color púrpura o violeta
- Hojas densas y compactas (de ahí su nombre ""confertum"")
- Altura reducida, típica de plantas de páramo
- Adaptada a ambientes de alta montaña

**Protección:**
Está protegida en el **Parque Nacional Natural Los Nevados** (Colombia), ubicado en la cordillera Central de los Andes colombianos, donde habita en zonas de páramo y subpáramo.",alucinacion
Claude,0.4,ecuador,flora,FÁCIL,¿Qué tipo de planta es el Ecuadendron?,"El Ecuadendron es un **árbol** de la familia Sapotaceae, nativo de Ecuador. Es una planta leñosa de gran tamaño que crece en bosques tropicales húmedos.",alucinacion
Claude,0.4,ecuador,flora,INTERMEDIA,¿Dónde es nativa el Anthurium andraeanum?,"El Anthurium andraeanum es nativo de **Colombia**, específicamente de las regiones tropicales del país.",parcial
