row_index,model,pais,label_run1,label_run2,label_run3,stable,final_label,variation_detail
117,Claude,el salvador,parcial,parcial,parcial,True,parcial,parcial
118,Claude,el salvador,correcta,correcta,correcta,True,correcta,correcta
119,Claude,el salvador,parcial,parcial,parcial,True,parcial,parcial
120,Claude,guatemala,parcial,parcial,parcial,True,parcial,parcial
121,Claude,guatemala,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
122,Claude,guatemala,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
123,Claude,guatemala,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
124,Claude,guatemala,correcta,correcta,correcta,True,correcta,correcta
125,Claude,guatemala,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
126,Claude,guatemala,parcial,parcial,parcial,True,parcial,parcial
127,Claude,guatemala,correcta,parcial,parcial,False,parcial,run1=correcta; run2=parcial; run3=parcial
128,Claude,guatemala,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
129,Claude,guatemala,parcial,parcial,parcial,True,parcial,parcial
130,Claude,guatemala,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
131,Claude,guatemala,parcial,parcial,parcial,True,parcial,parcial
132,Claude,guatemala,parcial,alucinacion,parcial,False,parcial,run1=parcial; run2=alucinacion; run3=parcial
133,Claude,guatemala,parcial,parcial,parcial,True,parcial,parcial
134,Claude,guatemala,correcta,correcta,correcta,True,correcta,correcta
135,Claude,honduras,parcial,parcial,parcial,True,parcial,parcial
136,Claude,honduras,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
137,Claude,honduras,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
138,Claude,honduras,abstencion,abstencion,abstencion,True,abstencion,abstencion
139,Claude,honduras,parcial,parcial,parcial,True,parcial,parcial
140,Claude,honduras,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
141,Claude,honduras,abstencion,abstencion,abstencion,True,abstencion,abstencion
142,Claude,honduras,parcial,parcial,parcial,True,parcial,parcial
143,Claude,honduras,parcial,parcial,parcial,True,parcial,parcial
144,Claude,honduras,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
145,Claude,honduras,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
146,Claude,honduras,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
147,Claude,honduras,abstencion,abstencion,abstencion,True,abstencion,abstencion
148,Claude,honduras,correcta,correcta,correcta,True,correcta,correcta
149,Claude,honduras,abstencion,abstencion,alucinacion,False,abstencion,run1=abstencion; run2=abstencion; run3=alucinacion
150,Claude,mexico,parcial,parcial,parcial,True,parcial,parcial
151,Claude,mexico,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
152,Claude,mexico,parcial,parcial,parcial,True,parcial,parcial
153,Claude,mexico,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
154,Claude,mexico,correcta,correcta,correcta,True,correcta,correcta
155,Claude,mexico,parcial,parcial,parcial,True,parcial,parcial
156,Claude,mexico,parcial,parcial,parcial,True,parcial,parcial
157,Claude,mexico,correcta,correcta,correcta,True,correcta,correcta
158,Claude,mexico,parcial,parcial,parcial,True,parcial,parcial
159,Claude,mexico,abstencion,abstencion,abstencion,True,abstencion,abstencion
160,Claude,mexico,correcta,correcta,correcta,True,correcta,correcta
161,Claude,mexico,abstencion,abstencion,abstencion,True,abstencion,abstencion
162,Claude,mexico,correcta,correcta,correcta,True,correcta,correcta
163,Claude,mexico,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
164,Claude,mexico,abstencion,abstencion,abstencion,True,abstencion,abstencion
165,Claude,nicaragua,correcta,correcta,correcta,True,correcta,correcta
166,Claude,nicaragua,parcial,parcial,parcial,True,parcial,parcial
167,Claude,nicaragua,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
168,Claude,nicaragua,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
169,Claude,nicaragua,parcial,parcial,parcial,True,parcial,parcial
170,Claude,nicaragua,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
171,Claude,nicaragua,parcial,parcial,parcial,True,parcial,parcial
172,Claude,nicaragua,correcta,correcta,correcta,True,correcta,correcta
173,Claude,nicaragua,correcta,correcta,correcta,True,correcta,correcta
174,Claude,nicaragua,abstencion,abstencion,abstencion,True,abstencion,abstencion
175,Claude,nicaragua,abstencion,abstencion,abstencion,True,abstencion,abstencion
176,Claude,nicaragua,abstencion,abstencion,abstencion,True,abstencion,abstencion
177,Claude,nicaragua,correcta,correcta,correcta,True,correcta,correcta
178,Claude,nicaragua,abstencion,abstencion,abstencion,True,abstencion,abstencion
179,Claude,nicaragua,parcial,parcial,parcial,True,parcial,parcial
180,Claude,panama,parcial,parcial,parcial,True,parcial,parcial
181,Claude,panama,parcial,parcial,parcial,True,parcial,parcial
182,Claude,panama,parcial,parcial,parcial,True,parcial,parcial
183,Claude,panama,abstencion,abstencion,abstencion,True,abstencion,abstencion
184,Claude,panama,correcta,correcta,correcta,True,correcta,correcta
185,Claude,panama,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
186,Claude,panama,abstencion,abstencion,abstencion,True,abstencion,abstencion
187,Claude,panama,abstencion,abstencion,abstencion,True,abstencion,abstencion
188,Claude,panama,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
189,Claude,panama,parcial,parcial,parcial,True,parcial,parcial
190,Claude,panama,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
191,Claude,panama,parcial,parcial,parcial,True,parcial,parcial
192,Claude,panama,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
193,Claude,panama,correcta,correcta,correcta,True,correcta,correcta
194,Claude,panama,parcial,parcial,parcial,True,parcial,parcial
195,Claude,paraguay,parcial,parcial,parcial,True,parcial,parcial
196,Claude,paraguay,correcta,correcta,correcta,True,correcta,correcta
197,Claude,paraguay,correcta,correcta,parcial,False,correcta,run1=correcta; run2=correcta; run3=parcial
198,Claude,paraguay,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
199,Claude,paraguay,parcial,parcial,parcial,True,parcial,parcial
200,Claude,paraguay,parcial,parcial,parcial,True,parcial,parcial
201,Claude,paraguay,parcial,parcial,parcial,True,parcial,parcial
202,Claude,paraguay,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
203,Claude,paraguay,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
204,Claude,paraguay,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
205,Claude,paraguay,parcial,parcial,parcial,True,parcial,parcial
206,Claude,paraguay,abstencion,abstencion,abstencion,True,abstencion,abstencion
207,Claude,paraguay,abstencion,abstencion,abstencion,True,abstencion,abstencion
208,Claude,paraguay,parcial,parcial,parcial,True,parcial,parcial
209,Claude,paraguay,abstencion,abstencion,abstencion,True,abstencion,abstencion
210,Claude,peru,correcta,correcta,correcta,True,correcta,correcta
211,Claude,peru,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
212,Claude,peru,correcta,correcta,correcta,True,correcta,correcta
213,Claude,peru,abstencion,abstencion,abstencion,True,abstencion,abstencion
214,Claude,peru,correcta,correcta,correcta,True,correcta,correcta
215,Claude,peru,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
216,Claude,peru,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
217,Claude,peru,correcta,correcta,correcta,True,correcta,correcta
218,Claude,peru,parcial,parcial,parcial,True,parcial,parcial
219,Claude,peru,correcta,correcta,correcta,True,correcta,correcta
220,Claude,peru,correcta,correcta,correcta,True,correcta,correcta
221,Claude,peru,correcta,correcta,correcta,True,correcta,correcta
222,Claude,peru,correcta,correcta,correcta,True,correcta,correcta
223,Claude,peru,correcta,correcta,correcta,True,correcta,correcta
224,Claude,peru,parcial,parcial,parcial,True,parcial,parcial
225,Claude,republica dominicana,abstencion,abstencion,abstencion,True,abstencion,abstencion
226,Claude,republica dominicana,parcial,parcial,parcial,True,parcial,parcial
227,Claude,republica dominicana,abstencion,abstencion,abstencion,True,abstencion,abstencion
228,Claude,republica dominicana,parcial,parcial,parcial,True,parcial,parcial
229,Claude,republica dominicana,correcta,correcta,correcta,True,correcta,correcta
230,Claude,republica dominicana,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
231,Claude,republica dominicana,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
232,Claude,republica dominicana,parcial,parcial,parcial,True,parcial,parcial
233,Claude,republica dominicana,parcial,parcial,parcial,True,parcial,parcial
234,Claude,republica dominicana,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
235,Claude,republica dominicana,parcial,parcial,parcial,True,parcial,parcial
236,Claude,republica dominicana,correcta,correcta,correcta,True,correcta,correcta
237,Claude,republica dominicana,parcial,parcial,parcial,True,parcial,parcial
238,Claude,republica dominicana,correcta,correcta,correcta,True,correcta,correcta
239,Claude,republica dominicana,parcial,parcial,parcial,True,parcial,parcial
240,Claude,uruguay,parcial,parcial,parcial,True,parcial,parcial
241,Claude,uruguay,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
242,Claude,uruguay,correcta,correcta,correcta,True,correcta,correcta
243,Claude,uruguay,parcial,parcial,parcial,True,parcial,parcial
244,Claude,uruguay,parcial,parcial,parcial,True,parcial,parcial
245,Claude,uruguay,parcial,parcial,parcial,True,parcial,parcial
246,Claude,uruguay,parcial,parcial,parcial,True,parcial,parcial
247,Claude,uruguay,correcta,correcta,correcta,True,correcta,correcta
248,Claude,uruguay,parcial,parcial,parcial,True,parcial,parcial
249,Claude,uruguay,abstencion,abstencion,abstencion,True,abstencion,abstencion
250,Claude,uruguay,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
251,Claude,uruguay,parcial,parcial,parcial,True,parcial,parcial
252,Claude,uruguay,abstencion,abstencion,abstencion,True,abstencion,abstencion
253,Claude,uruguay,abstencion,abstencion,abstencion,True,abstencion,abstencion
254,Claude,uruguay,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
255,Claude,venezuela,correcta,correcta,correcta,True,correcta,correcta
256,Claude,venezuela,correcta,correcta,correcta,True,correcta,correcta
257,Claude,venezuela,parcial,parcial,alucinacion,False,parcial,run1=parcial; run2=parcial; run3=alucinacion
258,Claude,venezuela,abstencion,abstencion,abstencion,True,abstencion,abstencion
259,Claude,venezuela,parcial,parcial,parcial,True,parcial,parcial
260,Claude,venezuela,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
261,Claude,venezuela,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
262,Claude,venezuela,correcta,correcta,correcta,True,correcta,correcta
263,Claude,venezuela,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
264,Claude,venezuela,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
265,Claude,venezuela,abstencion,abstencion,abstencion,True,abstencion,abstencion
266,Claude,venezuela,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
267,Claude,venezuela,alucinacion,alucinacion,alucinacion,True,alucinacion,alucinacion
268,Claude,venezuela,abstencion,abstencion,abstencion,True,abstencion,abstencion
269,Claude,venezuela,abstencion,abstencion,abstencion,True,abstencion,abstencion
